match_id,start_time,duration,tower_status_radiant,tower_status_dire,barracks_status_dire,barracks_status_radiant,first_blood_time,game_mode,radiant_win,negative_votes,positive_votes,cluster
1725,1447335016,2538,2038,0,0,63,173,22,True,0,0,132
1726,1447335040,2126,0,2046,63,0,13,22,False,0,0,153
1727,1447335049,2096,4,1983,63,3,297,22,False,0,0,133
1728,1447335057,2926,1958,0,0,63,248,22,True,0,0,132
1729,1447335072,1691,1983,0,0,63,145,22,True,0,0,121
1730,1447335082,2485,0,1974,63,0,1,22,False,0,0,154
1731,1447335089,2870,1574,0,0,63,120,22,True,0,0,155
1732,1447335102,1311,2047,6,3,63,10,2,True,0,0,181
1733,1447335101,2553,1536,260,59,16,75,22,True,0,0,204
1734,1447335105,2939,1536,388,51,51,1,22,True,0,0,152
1735,1447335146,2941,0,1974,63,0,233,22,False,0,0,152
1736,1447335178,1938,1846,6,3,63,60,22,True,0,0,132
1737,1447335168,2006,0,2039,63,0,187,22,False,0,0,122
1738,1447335183,1896,388,2039,63,51,51,22,False,0,0,151
1739,1447335188,2800,1974,4,3,63,6,22,True,0,0,156
1740,1447335196,2364,0,1956,63,0,27,22,False,0,0,181
1741,1447335203,2134,1846,0,0,63,412,22,True,0,0,156
1742,1447335224,2773,1972,0,0,63,5,22,True,0,0,132
1743,1447335228,1909,0,2046,63,0,234,22,False,0,0,133
1744,1447335215,2280,1974,4,3,63,334,22,True,0,0,132
1745,1447335227,1688,2039,0,0,63,111,22,True,0,0,156
1746,1447335262,2516,1974,0,0,63,141,22,True,0,0,153
1747,1447335245,3224,1972,0,0,63,4,22,True,0,0,153
1748,1447335265,1987,1854,0,0,63,4,22,True,0,0,181
1749,1447335275,2386,0,1974,63,0,145,22,False,0,0,155
1750,1447335262,2292,1974,0,0,63,106,22,True,0,0,123
1751,1447335276,2995,6,1798,63,3,287,22,False,0,0,156
1752,1447335286,3366,256,1280,48,48,175,22,False,0,0,204
1753,1447335298,2179,0,2038,63,0,288,22,False,0,0,132
1754,1447335303,2870,0,2022,63,0,225,22,False,0,0,156
1755,1447335309,2004,0,2046,63,3,3,22,False,0,0,132
1756,1447335310,2512,0,1974,63,0,63,22,False,0,0,133
1757,1447335320,2324,1968,0,0,62,39,22,True,0,0,138
1758,1447335317,2444,0,2038,63,0,191,22,False,0,0,154
1759,1447335296,1964,0,1983,63,0,153,22,False,0,0,204
1760,1447335322,1773,1983,256,48,63,23,22,True,0,0,133
1761,1447335320,1905,4,1983,63,3,107,22,False,0,0,132
1762,1447335325,2216,1846,256,48,63,241,22,True,0,0,132
1763,1447335329,1596,2047,0,0,63,133,22,True,0,0,133
1764,1447335338,2107,0,2046,63,0,289,22,False,0,0,153
1765,1447335368,2184,1982,0,0,63,5,22,True,0,0,133
1766,1447335375,2110,1974,0,0,63,133,22,True,0,1,192
1767,1447335373,2298,0,1972,63,1,110,22,False,0,0,111
1768,1447335396,2169,0,1974,63,0,7,22,False,0,0,132
1769,1447335396,3542,0,1536,3,0,351,22,False,0,0,133
1770,1447335463,1965,1974,0,0,63,0,22,True,0,0,122
1771,1447335466,1910,2047,0,0,63,2,22,True,0,0,132
1772,1447335489,2992,1536,262,51,63,95,22,True,0,0,153
1773,1447335502,2984,0,1796,59,0,8,22,False,0,0,132
1774,1447335504,2080,1846,4,3,63,22,2,True,0,0,133
1775,1447335502,2208,1974,6,3,63,6,22,True,0,0,181
1776,1447335488,2797,0,1974,63,0,0,22,False,0,0,171
1777,1447335538,2258,2038,0,48,63,82,22,True,0,0,138
1778,1447335556,1006,391,2047,63,51,49,22,False,0,0,138
1779,1447335546,2849,1591,0,0,63,411,22,True,0,0,156
1780,1447335576,3737,1792,0,0,58,170,22,True,0,0,122
1781,1447335561,2789,0,1924,63,0,58,22,False,0,0,204
1782,1447335565,2356,0,1974,63,0,11,22,False,0,0,151
1783,1447335606,2515,0,1956,63,0,3,22,False,0,0,182
1784,1447335626,2189,0,1974,63,0,2,22,False,0,0,192
1785,1447335631,1531,1975,0,0,63,131,22,True,0,0,132
1786,1447335635,2768,4,2038,63,3,0,22,False,0,0,132
1787,1447335667,2272,1974,0,0,63,49,22,True,0,0,192
1788,1447335654,2860,6,1972,63,3,9,22,False,0,0,156
1789,1447335685,3640,2038,0,0,63,229,22,True,0,0,133
1790,1447335688,1970,0,1974,63,0,114,22,False,0,0,156
1791,1447335676,4700,1568,0,0,60,140,22,True,0,0,132
1792,1447335694,2334,1958,6,3,63,145,22,True,0,0,171
1793,1447335706,1714,2047,0,0,63,165,22,True,0,0,156
1794,1447335707,2592,4,1830,63,3,352,22,False,0,0,138
1795,1447335736,2103,2039,0,0,63,15,22,True,0,0,156
1796,1447335742,2967,1983,0,0,63,71,22,True,0,0,155
1797,1447335760,2429,0,1974,63,0,385,22,False,0,0,153
1798,1447335769,3242,1844,4,3,63,63,22,True,0,0,171
1799,1447335802,2180,2047,0,0,63,95,22,True,0,0,151
1800,1447335830,2724,1844,0,0,63,147,22,True,0,0,153
1801,1447335830,2578,0,2038,63,0,6,22,False,0,0,171
1802,1447335833,2580,0,1980,63,0,5,22,False,0,0,155
1803,1447335817,1936,2038,6,3,63,80,22,True,0,0,171
1804,1447335842,2220,1974,0,0,63,5,22,True,0,0,171
1805,1447335843,1450,1540,2047,63,3,141,22,False,0,0,181
1806,1447335832,2263,1959,0,16,63,159,22,True,0,0,191
1807,1447335830,2812,1974,0,0,63,64,22,True,0,0,132
1808,1447335875,2311,0,1974,63,0,73,22,False,0,0,156
1809,1447335888,2456,384,1846,63,50,3,22,False,0,1,133
1810,1447335908,1852,0,1972,63,0,100,22,False,0,0,133
1811,1447335911,3199,1844,0,0,63,73,22,True,0,0,181
1812,1447335917,2027,1974,0,0,63,6,22,True,0,0,132
1813,1447335932,2866,1844,0,0,63,10,22,True,0,0,151
1814,1447335943,1913,1844,256,48,63,93,22,True,0,0,188
1815,1447335945,3097,0,1974,63,0,66,22,False,0,0,133
1816,1447335949,1996,2047,0,0,63,117,22,True,0,0,138
1817,1447335960,1677,2039,0,0,63,125,22,True,0,0,204
1818,1447335944,2432,4,1956,63,3,65,22,False,0,0,223
1819,1447335950,3535,1924,0,0,51,137,22,True,0,0,132
1820,1447335970,2678,4,1972,63,3,2,22,False,0,0,152
1821,1447335982,3380,1972,0,0,63,107,22,True,0,0,185
1822,1447335991,1868,0,1830,63,0,158,22,False,0,0,171
1823,1447335995,2276,1974,0,0,63,265,22,True,0,0,132
1824,1447335989,3267,1590,256,48,63,204,22,True,0,0,154
1825,1447335992,1801,4,2046,63,3,15,22,False,0,0,192
1826,1447336015,1439,0,2038,63,0,0,22,False,0,0,151
1827,1447336016,2902,1958,0,0,63,109,22,True,0,0,152
1828,1447336028,2402,2046,0,0,63,34,22,True,0,0,138
1829,1447336042,3384,4,512,3,3,0,22,False,0,0,154
1830,1447336045,2041,1982,0,0,63,137,22,True,0,0,204
1831,1447336052,1907,1982,0,0,63,8,22,True,0,0,154
1832,1447336068,3671,0,1796,51,0,19,22,False,0,0,132
1833,1447336087,2540,0,1958,63,0,3,22,False,0,0,154
1834,1447336121,2360,0,2038,63,3,147,22,False,0,0,132
1835,1447336166,2402,0,1974,63,0,179,22,False,0,0,156
1836,1447336181,2416,1830,0,0,63,23,22,True,0,0,152
1837,1447336192,2088,0,2046,63,0,82,22,False,0,0,224
1838,1447336194,2114,2047,0,0,63,12,22,True,0,0,132
1839,1447336200,2282,0,2022,63,0,88,22,False,0,0,133
1840,1447336219,2733,4,1588,31,51,159,22,False,0,0,133
1841,1447336217,1044,6,2047,63,51,96,22,False,0,0,153
1842,1447336219,2076,1831,0,0,63,11,22,True,0,0,133
1843,1447336256,2061,1975,6,3,63,88,22,True,0,0,192
1844,1447336268,2153,0,1844,63,0,76,22,False,0,0,133
1845,1447336259,1558,2038,4,3,63,100,22,True,0,0,122
1846,1447336282,2329,0,2046,63,0,22,22,False,0,0,171
1847,1447336292,2926,1568,0,0,15,179,22,True,0,0,171
1848,1447336303,2905,1828,6,3,63,145,22,True,0,0,156
1849,1447336304,2424,2036,0,0,63,126,22,True,0,0,155
1850,1447336307,2685,1956,0,3,63,92,22,True,0,1,187
1851,1447336313,3452,1828,0,0,63,38,22,True,0,0,133
1852,1447336329,3511,0,1536,55,0,14,22,False,0,0,133
1853,1447336323,3589,1824,0,0,63,0,22,True,0,0,132
1854,1447336341,2251,6,1828,63,3,286,22,False,0,0,132
1855,1447336352,3399,1056,388,51,12,138,22,True,0,0,171
1856,1447336351,2946,0,1974,63,0,97,22,False,0,0,181
1857,1447336334,1404,2047,384,48,63,0,22,True,0,0,138
1858,1447336358,1731,1974,4,3,63,104,22,True,0,0,155
1859,1447336365,2338,0,2046,63,0,141,22,False,0,0,153
1860,1447336389,1907,2038,0,0,63,129,22,True,0,0,132
1861,1447336395,2885,0,1798,51,0,0,22,False,0,0,171
1862,1447336392,3647,0,1540,3,51,78,22,False,0,0,154
1863,1447336446,2419,1830,0,0,63,1,22,True,0,0,224
1864,1447336444,1924,1975,0,0,63,50,22,True,0,0,156
1865,1447336419,3049,6,1796,63,3,13,22,False,0,0,138
1866,1447336448,3163,0,1974,63,0,246,22,False,0,0,132
1867,1447336458,2108,1958,390,51,63,269,22,True,0,0,155
1868,1447336498,3199,1974,0,0,63,99,22,True,0,0,155
1869,1447336479,2043,1828,4,3,63,0,22,True,0,0,138
1870,1447336507,2245,256,1958,63,48,196,22,False,0,0,132
1871,1447336517,2329,6,1956,63,3,83,22,False,1,0,123
1872,1447336555,2271,0,2046,63,0,9,22,False,0,0,152
1873,1447336605,2339,2046,0,16,63,139,22,True,0,0,133
1874,1447336631,2549,1974,0,0,63,53,22,True,0,0,121
1875,1447336666,2461,2038,0,0,63,61,22,True,0,0,181
1876,1447336662,2396,4,1968,63,3,139,22,False,0,0,132
1877,1447336682,2436,1956,256,48,63,0,22,True,0,0,133
1878,1447336694,2716,256,1974,63,48,0,22,False,0,0,171
1879,1447336693,2032,1982,0,0,63,12,22,True,0,0,122
1880,1447336710,3803,1440,0,0,60,26,22,True,0,0,181
1881,1447336708,2801,1574,256,48,63,0,22,True,0,0,181
1882,1447336721,2190,1974,7,3,63,145,22,True,0,0,156
1883,1447336733,2710,1796,0,0,59,50,22,True,0,0,132
1884,1447336741,2256,1974,0,0,63,60,2,True,0,0,156
1885,1447336749,2969,384,1840,63,50,175,22,False,0,0,138
1886,1447336756,3353,0,2020,63,0,8,22,False,0,0,153
1887,1447336765,1505,0,2047,63,0,7,22,False,0,0,133
1888,1447336771,2350,1854,0,0,63,124,22,True,0,0,156
1889,1447336787,2402,2038,4,3,63,259,22,True,0,0,132
1890,1447336819,1876,1972,0,0,63,120,22,True,0,0,132
1891,1447336821,2794,1956,4,51,63,105,22,True,0,0,138
1892,1447336851,4254,0,1572,63,0,27,22,False,0,0,151
1893,1447336850,2004,2038,0,2,63,138,22,True,0,0,132
1894,1447336849,2173,0,1926,63,0,4,22,False,0,0,185
1895,1447336865,3431,4,1792,49,3,10,22,False,0,0,132
1896,1447336877,2115,1982,4,19,63,7,22,True,0,0,138
1897,1447336879,2060,2047,0,0,63,51,22,True,0,0,132
1898,1447336878,1990,2047,256,48,63,26,22,True,0,0,133
1899,1447336890,3071,4,1828,63,3,90,22,False,0,0,153
1900,1447336894,3643,1572,4,3,63,6,22,True,0,0,171
1901,1447336903,2994,1796,0,48,63,136,22,True,0,0,145
1902,1447336938,1427,0,1983,63,0,153,22,False,0,0,182
1903,1447336943,3314,1926,0,0,63,302,22,True,0,0,132
1904,1447336961,2164,2046,0,0,63,102,22,True,0,0,122
1905,1447336969,2248,4,1974,63,3,274,22,False,0,0,223
1906,1447336963,2194,0,2038,63,0,290,22,False,0,0,133
1907,1447336979,3871,390,1796,51,51,82,22,False,0,0,151
1908,1447336976,1952,0,2039,63,0,103,22,False,0,0,153
1909,1447336985,2216,0,2038,63,0,8,22,False,0,0,155
1910,1447336988,2158,0,1982,63,3,110,22,False,0,0,132
1911,1447337001,4488,1024,388,51,0,0,22,True,0,0,132
1912,1447336988,3375,0,260,51,0,5,22,False,0,0,133
1913,1447337012,1993,1974,0,0,63,50,22,True,0,0,133
1914,1447337010,2534,1854,0,0,63,181,22,True,0,0,112
1915,1447337006,2175,1972,4,3,63,289,2,True,0,0,152
1916,1447337009,3145,0,1956,63,0,159,22,False,0,0,123
1917,1447337024,2150,2046,0,0,63,6,22,True,0,0,171
1918,1447337036,2157,1796,0,0,59,37,22,True,0,0,154
1919,1447337015,2208,1975,0,0,63,4,22,True,0,0,156
1920,1447337042,2840,1846,260,51,63,10,22,True,0,0,132
1921,1447337038,2574,0,1828,63,0,60,22,False,0,0,204
1922,1447337060,3241,0,1536,16,0,14,22,False,0,0,151
1923,1447337065,2277,256,1958,63,48,93,22,False,0,0,192
1924,1447337079,2901,0,1958,63,0,157,22,False,0,0,153
1925,1447337078,2448,1972,0,0,63,152,22,True,0,0,191
1926,1447337104,2948,4,1798,51,3,245,22,False,0,0,133
1927,1447337103,3228,0,1924,51,3,106,22,False,0,0,152
1928,1447337103,2870,0,1920,63,0,9,22,False,0,0,154
1929,1447337114,2348,1982,0,0,63,135,22,True,0,0,192
1930,1447337115,3408,390,1536,3,51,167,22,False,0,0,204
1931,1447337115,3507,0,1926,51,0,7,22,False,0,0,154
1932,1447337158,2022,2047,0,0,63,71,22,True,0,0,132
1933,1447337165,3349,1830,0,0,63,0,22,True,0,0,156
1934,1447337162,3049,262,388,51,51,3,22,False,0,0,152
1935,1447337165,2741,0,1956,63,0,78,22,False,0,0,138
1936,1447337187,2783,4,1844,63,3,14,22,False,0,0,132
1937,1447337212,3776,0,1830,63,0,109,22,False,0,0,224
1938,1447337213,1709,0,2038,63,0,136,22,False,0,0,154
1939,1447337215,1470,2047,6,3,63,69,22,True,0,0,133
1940,1447337223,2352,0,1972,63,0,102,22,False,0,0,133
1941,1447337271,3250,1542,384,48,3,8,22,True,0,0,191
1942,1447337261,2713,1798,384,48,63,111,22,True,0,0,153
1943,1447337286,2553,1974,4,3,63,227,22,True,0,0,152
1944,1447337283,2210,1824,0,0,62,3,22,True,0,0,132
1945,1447337300,2572,1830,6,3,63,202,22,True,0,0,138
1946,1447337305,2750,4,1828,63,3,51,22,False,0,0,132
1947,1447337365,4140,548,388,51,15,7,22,True,0,0,133
1948,1447337347,3436,1414,0,0,51,0,22,True,0,0,192
1949,1447337370,3500,262,1796,63,51,15,22,False,0,0,132
1950,1447337446,4660,518,0,0,19,286,22,True,0,0,155
1951,1447337454,2956,0,1830,63,0,68,22,False,0,0,122
1952,1447337475,1900,1847,384,48,63,45,22,True,0,0,133
1953,1447337471,2588,1956,0,0,63,7,22,True,0,0,132
1954,1447337482,3487,1572,0,32,15,251,22,True,0,0,133
1955,1447337481,1772,2047,0,0,63,142,22,True,0,0,122
1956,1447337473,2407,1846,262,51,63,298,22,True,0,0,132
1957,1447337514,1635,2039,4,3,63,0,22,True,0,0,132
1958,1447337558,2663,2038,0,0,63,201,22,True,0,0,181
1959,1447337561,1431,6,2046,63,3,2,22,False,0,0,192
1960,1447337569,2398,0,2038,63,0,61,22,False,0,0,154
1961,1447337578,2897,6,1828,63,3,4,22,False,0,0,133
1962,1447337588,1616,2047,4,3,63,221,22,True,0,0,154
1963,1447337583,2434,2038,0,0,63,43,22,True,0,0,132
1964,1447337620,2847,0,1926,51,0,76,22,False,0,0,133
1965,1447337623,2469,0,1982,63,0,7,22,False,0,0,181
1966,1447337623,1645,2047,0,3,63,5,22,True,0,0,121
1967,1447337640,3239,1956,0,0,63,16,22,True,0,0,144
1968,1447337626,2466,1844,0,0,63,24,22,True,0,0,154
1969,1447337652,2787,4,1956,63,3,16,22,False,0,1,153
1970,1447337646,2441,1974,0,0,63,109,22,True,0,0,133
1971,1447337663,2386,1846,4,3,63,7,22,True,0,0,138
1972,1447337668,2314,0,1974,63,0,136,22,False,0,0,156
1973,1447337658,2814,0,1792,63,0,272,22,False,0,0,138
1974,1447337730,1652,1982,0,0,63,191,22,True,0,0,132
1975,1447337772,2631,1982,388,51,63,56,22,True,0,0,138
1976,1447337779,2009,1974,260,51,63,108,22,True,0,0,133
1977,1447337791,2796,0,1798,63,0,14,22,False,0,0,155
1978,1447337801,3277,544,390,51,12,2,22,True,0,0,133
1979,1447337793,1870,1982,256,48,63,0,22,True,0,0,138
1980,1447337819,2128,1846,260,51,63,357,22,True,0,0,133
1981,1447337832,2048,1974,0,0,63,50,22,True,0,0,133
1982,1447337833,2940,1974,0,0,63,39,22,True,0,0,171
1983,1447337841,2944,0,1926,63,0,160,22,False,0,0,171
1984,1447337861,1448,1983,516,3,63,89,22,True,0,0,151
1985,1447337891,2179,4,1974,63,3,2,22,False,0,0,154
1986,1447337911,2608,1846,0,0,63,8,22,True,0,0,138
1987,1447337933,2444,1972,0,0,63,3,22,True,0,0,156
1988,1447337946,3083,0,2038,63,0,329,22,False,0,0,192
1989,1447337950,2107,2039,0,0,63,41,22,True,0,0,156
1990,1447337946,2157,0,1974,63,0,7,22,False,0,0,153
1991,1447337960,1498,2047,0,0,63,46,22,True,0,0,171
1992,1447337959,1202,1982,63,15,63,0,22,True,0,0,133
1993,1447337952,2025,0,2038,63,0,62,22,False,0,0,181
1994,1447337976,2741,1982,0,0,63,119,22,True,0,0,132
1995,1447337995,1943,1844,6,3,63,215,22,True,0,0,138
1996,1447337965,2092,1982,0,0,63,136,22,True,0,0,133
1997,1447338010,2622,1974,0,16,63,0,22,True,0,0,123
1998,1447338032,1630,2047,4,3,63,0,22,True,0,0,151
1999,1447338032,2764,0,1828,63,0,11,22,False,0,0,187
2000,1447338036,2132,384,1958,63,48,63,22,False,0,0,132
2001,1447338032,2406,2046,4,3,63,216,22,True,0,0,204
2002,1447338048,859,2047,0,0,63,87,22,True,0,0,121
2003,1447338046,1961,1983,0,0,63,8,22,True,0,0,156
2004,1447338046,1874,260,1974,63,51,6,22,False,0,0,132
2005,1447338063,3760,1924,0,0,51,2,22,True,0,0,145
2006,1447338055,2832,1844,4,3,63,240,22,True,0,0,133
2007,1447338074,3257,1956,0,0,63,108,22,True,0,0,171
2008,1447338078,1801,2047,256,48,63,10,22,True,0,0,133
2009,1447338059,1761,1974,0,0,63,0,22,True,0,0,121
2010,1447338081,2586,0,1830,63,0,195,22,False,0,0,133
2011,1447338086,2939,0,1824,63,0,46,22,False,0,0,153
2012,1447338085,2169,1980,0,0,63,11,22,True,0,0,151
2013,1447338112,1699,1982,0,0,63,4,22,True,0,0,132
2014,1447338101,1925,0,2046,63,0,231,22,False,1,0,132
2015,1447338126,1369,1983,0,0,63,388,22,True,0,0,123
2016,1447338125,2754,0,1828,63,0,141,22,False,0,0,132
2017,1447338129,2499,0,1974,63,0,113,22,False,0,0,155
2018,1447338120,1682,390,2036,63,51,3,22,False,0,0,132
2019,1447338145,3536,0,1924,51,0,171,22,False,0,0,138
2020,1447338154,3033,1846,256,51,63,160,22,True,0,0,154
2021,1447338153,1911,2047,0,0,63,254,22,True,0,0,151
2022,1447338153,2053,1854,0,0,63,9,22,True,0,0,154
2023,1447338146,3486,0,288,60,0,47,22,False,0,0,132
2024,1447338162,3545,0,4,51,0,5,22,False,0,0,191
2025,1447338186,2861,0,1982,63,0,41,22,False,0,0,156
2026,1447338204,2498,1974,0,0,63,239,22,True,0,0,138
2027,1447338228,1763,1982,4,3,63,0,22,True,0,0,191
2028,1447338231,2332,0,1972,63,0,0,22,False,0,0,225
2029,1447338273,3001,1844,6,3,63,96,22,True,0,0,138
2030,1447338270,2129,2047,4,3,63,104,22,True,0,0,181
2031,1447338250,2586,1846,0,0,63,79,22,True,0,0,133
2032,1447338282,2981,0,1956,63,0,7,22,False,0,0,153
2033,1447338292,2016,390,1982,63,51,217,22,False,0,0,132
2034,1447338293,2836,1846,0,3,63,112,22,True,0,0,138
2035,1447338327,1816,1982,0,0,63,5,22,True,0,0,133
2036,1447338331,1521,0,2046,63,0,271,22,False,0,0,187
2037,1447338315,2187,2038,0,0,63,78,22,True,0,0,133
2038,1447338327,1823,0,2047,63,0,0,22,False,0,0,152
2039,1447338357,1862,0,2046,63,0,238,22,False,0,0,153
2040,1447338348,2808,1280,390,51,48,0,22,True,0,0,156
2041,1447338365,1593,2038,6,3,63,70,22,True,0,0,171
2042,1447338384,1458,0,2047,63,0,66,22,False,0,0,224
2043,1447338388,3753,1974,0,0,63,119,22,True,0,0,132
2044,1447338406,2114,4,1846,63,3,1,22,False,0,0,155
2045,1447338414,2273,1956,0,0,63,159,22,True,0,0,132
2046,1447338421,1696,2047,0,0,63,9,22,True,0,0,156
2047,1447338420,2042,0,2039,63,0,168,22,False,0,0,132
2048,1447338417,2045,1974,390,51,63,7,22,True,0,0,151
2049,1447338406,2436,390,1846,63,51,141,22,False,0,0,138
2050,1447338428,2637,0,2038,63,0,133,22,False,0,0,192
2051,1447338399,2877,0,1926,63,0,13,22,False,0,0,122
2052,1447338431,1856,1974,4,3,63,120,22,True,0,0,191
2053,1447338451,2187,1974,6,3,63,45,22,True,0,0,133
2054,1447338452,3359,0,1540,51,0,171,22,False,0,0,138
2055,1447338446,1750,1982,0,0,63,255,2,True,0,0,155
2056,1447338444,3304,1574,0,0,15,0,22,True,0,0,132
2057,1447338465,3004,0,1974,63,0,23,22,False,0,0,152
2058,1447338450,2049,2046,260,51,63,225,22,True,0,0,192
2059,1447338469,2958,0,1830,63,0,3,22,False,0,0,133
2060,1447338463,1440,1983,256,48,63,120,22,True,0,0,133
2061,1447338466,3851,1056,260,51,60,43,22,True,0,0,133
2062,1447338468,3033,1572,6,3,63,99,22,True,0,0,171
2063,1447338482,2128,2038,0,0,63,116,22,True,0,0,133
2064,1447338485,1959,1974,0,0,63,139,22,True,0,0,138
2065,1447338511,3219,1588,388,51,63,133,22,True,0,0,171
2066,1447338515,2959,1830,260,51,63,1,22,True,0,0,133
2067,1447338519,3473,1846,384,48,63,53,22,True,0,0,132
2068,1447338557,2525,1975,0,0,63,155,22,True,0,0,138
2069,1447338553,3717,1796,0,0,63,0,22,True,0,0,138
2070,1447338552,1521,384,1983,63,48,97,22,False,0,0,138
2071,1447338541,2626,1952,0,0,62,214,22,True,0,0,204
2072,1447338586,3355,0,1824,63,16,172,22,False,0,0,138
2073,1447338579,3006,1926,0,0,63,63,22,True,0,0,132
2074,1447338575,3052,0,1830,63,0,327,22,False,0,0,132
2075,1447338616,1947,2047,0,0,63,66,22,True,0,0,152
2076,1447338611,1452,260,2047,63,51,55,22,False,0,0,133
2077,1447338622,2591,1926,0,0,55,44,22,True,0,0,138
2078,1447338614,3073,0,1796,51,0,1,22,False,0,0,153
2079,1447338644,3624,262,1796,51,51,13,22,False,0,0,121
2080,1447338670,441,2047,2040,60,63,9,2,True,0,0,133
2081,1447338673,2610,1968,4,3,63,60,22,True,0,0,133
2082,1447338677,2937,1568,384,48,60,2,22,True,0,0,132
2083,1447338684,1964,1974,0,0,63,46,22,True,0,0,153
2084,1447338710,3828,6,1792,48,3,133,22,False,0,0,138
2085,1447338730,2214,1974,0,0,63,161,22,True,0,1,133
2086,1447338732,1638,4,1974,63,3,113,22,False,0,0,132
2087,1447338777,2928,0,1974,63,0,0,22,False,0,0,132
2088,1447338794,2265,1846,0,3,63,391,22,True,0,0,151
2089,1447338803,3046,4,1828,63,3,222,22,False,0,0,132
2090,1447338825,2716,0,1828,63,0,320,22,False,0,0,132
2091,1447338872,2968,0,1828,63,0,0,22,False,0,0,138
2092,1447338885,2047,0,2036,63,0,199,22,False,0,0,133
2093,1447338921,2701,2038,0,0,63,110,22,True,0,0,154
2094,1447338925,1909,1846,256,48,63,7,22,True,0,0,153
2095,1447338923,1900,4,1974,63,3,122,22,False,0,0,133
2096,1447338927,3603,1572,0,0,63,107,22,True,0,0,187
2097,1447338938,2868,1956,0,0,63,100,22,True,0,0,123
2098,1447338938,2402,2038,0,0,63,113,22,True,0,1,121
2099,1447338952,1528,0,2046,63,0,73,22,False,0,0,171
2100,1447338952,2727,2032,0,0,63,67,22,True,1,0,132
2101,1447338967,2889,1844,262,51,63,0,22,True,0,0,225
2102,1447338963,1765,0,2046,63,0,310,22,False,0,0,152
2103,1447338985,3162,1926,0,0,59,0,22,True,0,0,133
2104,1447338987,2491,1846,390,51,63,0,22,True,0,0,156
2105,1447338999,3186,1796,390,51,63,134,22,True,0,0,192
2106,1447339020,2635,1830,0,0,63,257,22,True,0,0,171
2107,1447339061,3481,0,1958,63,0,179,22,False,0,0,112
2108,1447339044,3015,0,1958,63,0,0,22,False,0,0,153
2109,1447339081,2418,1972,6,3,63,332,22,True,0,0,153
2110,1447339110,1668,2046,0,0,63,83,22,True,0,0,138
2111,1447339122,2647,1796,0,3,63,214,22,True,0,0,181
2112,1447339157,2018,1974,0,0,63,68,22,True,0,0,151
2113,1447339178,3208,0,1956,63,0,60,22,False,0,0,181
2114,1447339192,3031,1980,0,0,63,3,22,True,0,0,192
2115,1447339200,3333,0,1926,51,0,8,22,False,0,0,123
2116,1447339221,2442,0,1844,63,0,41,22,False,0,0,153
2117,1447339213,1541,2046,6,3,63,61,22,True,0,0,154
2118,1447339245,2528,6,1830,63,3,0,22,False,0,0,138
2119,1447339247,3233,1972,4,3,63,123,22,True,0,0,154
2120,1447339261,3569,0,1572,63,0,78,22,False,0,0,132
2121,1447339258,2692,0,2038,63,0,8,22,False,0,0,151
2122,1447339273,4383,260,0,0,51,100,2,False,1,0,132
2123,1447339280,1998,2039,0,0,63,79,22,True,0,0,225
2124,1447339294,2387,0,1975,63,0,10,22,False,0,0,133
2125,1447339275,1756,0,1974,63,0,269,22,False,0,0,138
2126,1447339277,2740,0,1974,63,0,128,22,False,0,0,156
2127,1447339280,3200,1824,0,48,63,410,22,True,0,0,151
2128,1447339315,1843,2047,0,0,63,69,22,True,0,0,133
2129,1447339361,2296,1974,0,0,63,11,22,True,0,0,154
2130,1447339365,4372,0,0,0,0,3,22,True,0,0,133
2131,1447339373,2488,0,1572,63,0,159,22,False,0,0,152
2132,1447339398,2316,1980,0,0,63,17,22,True,0,0,138
2133,1447339406,4466,384,1536,19,48,116,22,False,0,0,132
2134,1447339428,485,2047,2047,63,63,118,22,False,0,0,138
2135,1447339429,3412,0,1796,51,0,15,22,False,0,1,154
2136,1447339441,1965,0,1974,63,0,0,22,False,0,0,123
2137,1447339456,2239,2038,0,0,63,85,22,True,0,0,153
2138,1447339462,2663,0,1974,63,0,26,22,False,0,0,132
2139,1447339475,1754,2047,0,0,63,121,22,True,0,0,152
2140,1447339475,1140,2047,0,0,63,20,22,True,0,0,156
2141,1447339494,2145,0,2039,63,0,56,22,False,0,0,123
2142,1447339498,3401,0,1830,63,0,0,22,False,0,0,192
2143,1447339507,2403,0,1974,63,0,11,22,False,0,0,155
2144,1447339521,2886,0,1574,15,0,83,22,False,0,0,223
2145,1447339512,2419,0,2036,63,0,120,22,False,0,0,133
2146,1447339536,2271,2039,0,0,63,8,22,True,0,0,111
2147,1447339529,1611,1844,0,0,63,4,22,True,0,0,191
2148,1447339529,2615,1828,0,0,63,12,22,True,0,0,151
2149,1447339548,2554,384,1536,31,51,7,22,False,0,0,133
2150,1447339582,1717,2039,4,3,63,11,22,True,0,0,133
2151,1447339570,2385,1956,0,0,63,176,22,True,0,0,192
2152,1447339599,2143,0,1568,60,0,130,22,False,0,0,133
2153,1447339619,1551,2039,6,3,63,169,22,True,0,0,133
2154,1447339621,2288,0,1974,63,0,5,22,False,0,0,154
2155,1447339622,2518,1975,0,0,63,138,22,True,0,0,156
2156,1447339633,2076,1983,0,0,63,97,22,True,0,0,138
2157,1447339642,1698,1982,0,0,63,122,22,True,0,0,123
2158,1447339642,2208,2047,0,0,63,381,22,True,0,0,171
2159,1447339620,1065,2046,391,51,63,71,22,True,0,0,132
